team,pos,season
FC Nordsjælland,1,2022-23
Viborg FF,2,2022-23
F.C. København,3,2022-23
Silkeborg IF,4,2022-23
Odense Boldklub,5,2022-23
Randers FC,6,2022-23
FC Midtjylland,7,2022-23
Aarhus GF,8,2022-23
AC Horsens,9,2022-23
Brøndby IF,10,2022-23
Aalborg BK,11,2022-23
Lyngby BK,12,2022-23
F.C. København,1,2021-22
FC Midtjylland,2,2021-22
Silkeborg IF,3,2021-22
Brøndby IF,4,2021-22
Aalborg BK,5,2021-22
Viborg FF,6,2021-22
Randers FC,7,2021-22
Odense Boldklub,8,2021-22
FC Nordsjælland,9,2021-22
Aarhus GF,10,2021-22
Vejle Boldklub,11,2021-22
SønderjyskE,12,2021-22
Brøndby IF,1,2020-21
FC Midtjylland,2,2020-21
F.C. København,3,2020-21
Aarhus GF,4,2020-21
Aalborg BK,5,2020-21
SønderjyskE,6,2020-21
Odense Boldklub,7,2020-21
FC Nordsjælland,8,2020-21
Randers FC,9,2020-21
Vejle Boldklub,10,2020-21
Lyngby BK,11,2020-21
AC Horsens,12,2020-21
FC Midtjylland,1,2019-20
F.C. København,2,2019-20
Aarhus GF,3,2019-20
Aalborg BK,4,2019-20
Brøndby IF,5,2019-20
Randers FC,6,2019-20
FC Nordsjælland,7,2019-20
Odense Boldklub,8,2019-20
AC Horsens,9,2019-20
SønderjyskE,10,2019-20
Lyngby BK,11,2019-20
Hobro IK,12,2019-20
Silkeborg IF,13,2019-20
Esbjerg fB,14,2019-20
F.C. København,1,2018-19
FC Midtjylland,2,2018-19
Esbjerg fB,3,2018-19
Odense Boldklub,4,2018-19
Aarhus GF,5,2018-19
Brøndby IF,6,2018-19
Randers FC,7,2018-19
FC Nordsjælland,8,2018-19
Aalborg BK,9,2018-19
AC Horsens,10,2018-19
SønderjyskE,11,2018-19
Vejle Boldklub,12,2018-19
Vendsyssel FF,13,2018-19
Hobro IK,14,2018-19
FC Midtjylland,1,2017-18
Brøndby IF,2,2017-18
FC Nordsjælland,3,2017-18
F.C. København,4,2017-18
Hobro IK,5,2017-18
SønderjyskE,6,2017-18
Aalborg BK,7,2017-18
Aarhus GF,8,2017-18
Odense Boldklub,9,2017-18
AC Horsens,10,2017-18
Randers FC,11,2017-18
Silkeborg IF,12,2017-18
Lyngby BK,13,2017-18
FC Helsingør,14,2017-18
F.C. København,1,2016-17
Brøndby IF,2,2016-17
Lyngby BK,3,2016-17
FC Midtjylland,4,2016-17
FC Nordsjælland,5,2016-17
Odense Boldklub,6,2016-17
Aarhus GF,7,2016-17
Randers FC,8,2016-17
SønderjyskE,9,2016-17
Aalborg BK,10,2016-17
Viborg FF,11,2016-17
AC Horsens,12,2016-17
Silkeborg IF,13,2016-17
Esbjerg fB,14,2016-17
F.C. København,1,2015-16
SønderjyskE,2,2015-16
FC Midtjylland,3,2015-16
Brøndby IF,4,2015-16
Aalborg BK,5,2015-16
Randers FC,6,2015-16
Odense Boldklub,7,2015-16
Viborg FF,8,2015-16
FC Nordsjælland,9,2015-16
Aarhus GF,10,2015-16
Esbjerg fB,11,2015-16
Hobro IK,12,2015-16
Aalborg BK,1,2014-15
Silkeborg IF,2,2014-15
Randers FC,3,2014-15
Odense Boldklub,4,2014-15
Hobro IK,5,2014-15
FC Vestsjælland,6,2014-15
FC Nordsjælland,7,2014-15
FC Midtjylland,8,2014-15
F.C. København,9,2014-15
Esbjerg fB,10,2014-15
Brøndby IF,11,2014-15
SønderjyskE,12,2014-15
Aalborg BK,1,2013-14
F.C. København,2,2013-14
FC Midtjylland,3,2013-14
Brøndby IF,4,2013-14
Esbjerg fB,5,2013-14
FC Nordsjælland,6,2013-14
Odense Boldklub,7,2013-14
Randers FC,8,2013-14
FC Vestsjælland,9,2013-14
SønderjyskE,10,2013-14
Viborg FF,11,2013-14
Aarhus GF,12,2013-14
F.C. København,1,2012-13
FC Nordsjælland,2,2012-13
Randers FC,3,2012-13
Esbjerg fB,4,2012-13
Aalborg BK,5,2012-13
FC Midtjylland,6,2012-13
Aarhus GF,7,2012-13
SønderjyskE,8,2012-13
Brøndby IF,9,2012-13
Odense Boldklub,10,2012-13
AC Horsens,11,2012-13
Silkeborg IF,12,2012-13
FC Nordsjælland,1,2011-12
F.C. København,2,2011-12
FC Midtjylland,3,2011-12
AC Horsens,4,2011-12
Aarhus GF,5,2011-12
SønderjyskE,6,2011-12
Aalborg BK,7,2011-12
Silkeborg IF,8,2011-12
Brøndby IF,9,2011-12
Odense Boldklub,10,2011-12
Lyngby BK,11,2011-12
HB Køge,12,2011-12
F.C. København,1,2010-11
Odense Boldklub,2,2010-11
Brøndby IF,3,2010-11
FC Midtjylland,4,2010-11
Silkeborg IF,5,2010-11
FC Nordsjælland,6,2010-11
SønderjyskE,7,2010-11
Lyngby BK,8,2010-11
AC Horsens,9,2010-11
Aalborg BK,10,2010-11
Randers FC,11,2010-11
Esbjerg fB,12,2010-11
F.C. København,1,2009-10
Odense Boldklub,2,2009-10
Brøndby IF,3,2009-10
Esbjerg fB,4,2009-10
Aalborg BK,5,2009-10
FC Midtjylland,6,2009-10
FC Nordsjælland,7,2009-10
Silkeborg IF,8,2009-10
SønderjyskE,9,2009-10
Randers FC,10,2009-10
Aarhus GF,11,2009-10
HB Køge,12,2009-10
