NAME,OVR,POT
Jonathan Mitchell,62,64
Charlie Seaman,59,66
Adam Long,59,67
Ro-Shaun Williams,63,68
Tom Anderson,63,64
James Maxwell,60,69
Ben Close,63,65
Harrison Biggins,62,63
Luke Molyneux,64,68
George Miller,62,66
Kyle Hurst,60,69
Jon Taylor,62,62
Liam Ravenhill,55,69
Tommy Rowe,64,64
Ben NelsonL,58,78
Louis Jones,60,68
Kieran Agard,61,61
Todd Miller,55,70
Joseph Olowu,61,67
Bobby Faulkner,57,70
James BrownL,62,67
Caolan Lavery,59,59
Charlie LakinL,62,66
Reo Griffiths,59,67
Aidan Barlow,62,68
Oliver Younger,59,66
Ben Bottomley,53,64
Jack Degruchy,52,65
