NAME,OVR,POT
Moustapha Lim Min Hyuk,73,73
Abdulaziz Majrashi,61,65
Farouk Chafaï,71,71
Sergio Vittor,73,73
Hassan Al Shamrani,59,59
Abdullah Al Ammar,67,67
Domagoj Antolić,72,72
Hillal Soudani,73,73
Emilio Jahmal,72,72
Mansour Hamzi,64,64
Abdulelah Al Burayh,59,64
Bader Monshi,58,68
Abdullah Hawsawi,59,62
Ibrahim Al Nakhli,58,63
Mohammed Al Mahasna,55,61
Mazen Abu Shararah,59,59
Abdulrahman Al Yami,57,62
Aref Al Haider,60,65
Muhannad Al Najai,60,61
Waleed Hezam Al Anazi,60,60
Mohammed Al Sahli,59,59
Ammar Al Najjar,62,65
Khaled Al Dubaysh,58,66
Omar Muzayil,59,59
Bandar Al Shahrani,50,63
Rayan Al Qahtani,53,69
Fares Al Shahrani,52,66
