NAME,OVR,POT
Lee Grant,69,78
Tony McMahon,66,75
Mark Beevers,67,82
Richard Wood,66,78
Tommy Spurr,65,73
Jermaine Johnson,67,70
Sean McAllister,63,78
James O'Connor,65,71
Etienne Esajas,66,76
Marcus Tudgay,66,78
Deon Burton,65,68
Steve Watson,62,76
Leon Clarke,59,80
Peter Gilbert,55,74
Richard O'Donnell,54,68
Jimmy Smith,63,75
Kenny Lunt,59,64
Francis Jeffers,65,72
Akpo Sodje,69,82
Wade Small,61,70
Richard Hinds,62,71
Frank Simek,68,80
Rocky Lekaj,55,75
Luke Boden,54,68
Liam McMenamin,58,69
Arron Jameson,50,71
Sam Liversidge,53,67
