NAME,OVR,POT
Tim Howard,79,79
Eric Miller,64,69
Jared Watts,64,68
Axel Sjöberg,68,72
Marc Burch,65,65
Sam Cronin,66,66
Micheal Azira,69,69
Marlon Hairston,64,67
Sebastien Le Toux,70,70
Dillon Powers,68,72
Dominique Badji,63,71
Caleb Calvert,51,67
Shkëlzen Gashi,74,74
Marco Pappa,70,70
Dennis Castillo,60,66
Zac MacMath,66,70
Zach Pfeffer,63,73
Mekeil Williams,65,67
Jermaine Jones,71,71
Bobby Burling,68,68
Kevin Doyle,68,68
Sean St. Ledger,68,68
Dillon Serna,65,73
Conor Doyle,62,68
John Berner,56,60
