NAME,OVR,POT
Paolo Orlandoni,48,69
Ruggero Radice,74,86
Matteo Abbate,66,80
Amedeo Mangone,55,79
Antonio Bocchetti,54,73
Marco Stella,41,51
Luigi Riccio,54,79
Carlo Luisi,62,78
Giorgio Lucenti,49,80
Daniele Cacia,48,80
Luigi Beghetto,46,66
Filippo Cristante,53,82
Gabriele Ambrosetti,55,73
Hugo Armando Campagnaro,48,75
Andrea Tagliaferri,50,69
Jedaias Capucho Jeda,49,68
Emiliano Tarana,51,71
Bogdan Aurelian Patrascu,51,81
Davide Bagnacani,65,79
Simone Pepe,60,84
Salvatore Masiello,45,67
Olalekan Babatunde,43,78
Matteo Mozzoni,59,78
Gennaro Sardo,44,77
