NAME,OVR,POT
Mattias Asper,65,66
Jesper Westerberg,61,65
Juan Robledo,69,70
Patrik Rosengren,67,71
Robin Cederberg,61,67
Patrick Osiako,65,70
Daniel Nicklasson,60,62
David Löfquist,65,71
Tobias Grahn,67,76
Moestafa El Kabir,69,76
Marcus Ekenberg,66,68
Simon Svensson,48,52
Daniel Ivanovski,58,64
Johan Svensson,61,64
Adam Berner,60,65
Daniel Nilsson,60,67
Peter Gitselov,61,64
Craig Henderson,46,69
William Leandersson,59,62
Christopher Nilsson,44,54
Andreas Johansson,50,57
Adam Larsson,49,57
Emanuel Svensson,56,65
Kim Thörnberg,49,54
