NAME,OVR,POT
Emil Audero,78,81
Bruno AmioneL,69,82
Bram Nuytinck,75,75
Koray GünterL,76,78
Mehdi Léris,69,75
Harry WinksL,76,77
Michaël CuisanceL,72,81
Tommaso Augello,72,72
Filip Đuričić,75,75
Sam LammersL,72,77
Manolo Gabbiadini,75,75
Daniele Montevago,61,75
Abdelhamid SabiriL,72,75
Jeison Murillo,73,73
Alessandro ZanoliL,69,80
Nicola Ravaglia,67,67
Fabio Quagliarella,76,76
Tomás Rincón,72,72
Nicola Murru,72,72
Ignacio PussettoL,73,74
Emirhan İlkhanL,64,80
Manuel De Luca,67,73
Flavio Paoletti,58,69
Gerard Yepes,60,75
Telasco Segovia,61,74
Simone Trimboli,56,70
Andrea Conti,72,72
Martin TurkL,62,77
Omar Colley,74,74
