NAME,OVR,POT
Mamadou Samassa,70,70
Jérémy Cordoval,69,69
Yohan Tavares,69,69
Jimmy Giraudon,70,72
Yoann SalmierL,69,72
Morgan PoatyL,65,75
Bryan Pelé,69,69
Christopher Martins PereiraL,67,79
Rayan Raveloson,64,72
Bryan Mbeumo,67,82
Kévin Fortuné,69,69
Vincent MarcelL,68,76
Claude Gonçalves,66,70
Johann Obiang,68,70
Boubakar Kouyaté,62,72
Yehvann Diouf,63,80
Yoann Touzghar,71,71
Jonathan Tinhan,67,67
Oswaldo Vizcarrondo,68,68
Ronan Jay,55,74
Stéphane Darbion,66,66
Chaouki Ben Saada,62,62
Mory Koné,62,65
Warren Tchimbembé,61,75
Mamadou Sissako,58,66
Khamis Digol,57,68
Benrandy Abdallah,55,65
