NAME,OVR,POT
Antonín Buček,60,65
Jan Zawada,55,66
René Bolf,71,77
Fernando Maria Neves,61,66
Daniel Tchuř,61,66
Tomáš Marek,66,71
Tomáš Mičola,62,72
Mario Lička,70,77
Martin Lukeš,72,75
Miloslav Strnad,54,64
Róbert Zeher,66,73
Aleš Neuwirth,56,66
Radim Řezník,58,68
Petr Tomašák,57,67
Vít Baránek,69,71
Jan Hable,62,80
Adam Varadi,65,70
Hyung Sang Lee,56,69
Petr Vašek,65,70
František Metelka,67,69
Pavel Ricka,49,59
Dawid Pietrzkiewicz,53,67
Mário Križan,48,58
Roman Brunclík,49,62
Jan Mucha,49,59
Petr Wojnar,52,62
Vít Přecechtěl,49,61
Miroslav Marković,51,62
Ján Greguš,49,69
Dominik Kraut,51,61
