NAME,OVR,POT
Christian Dobnik,66,69
Joachim Standfest,64,64
Michael Sollbauer,64,67
Nemanja Rnić,63,65
Dario Baldauf,61,61
Stefan Schwendinger,50,62
Roland Putsche,57,65
Manuel Kerhe,62,66
Jacobo,65,65
Peter Žulj,57,65
Silvio,66,66
Alexander Kofler,56,58
Boris Hüttenbrenner,58,62
Gernot Suppan,55,58
Rene Seebacher,59,62
Sandro Gotal,58,65
Christian Falk,63,67
Lucas Segovia,62,62
José Antonio Solano,59,63
Nenad Jovanović,58,58
Michele Polverino,58,58
Danijel Mićić,57,64
Max Friesacher,54,56
Kevin Vaschauner,52,63
Maximilian Ritscher,50,58
Martin Salentinig,50,65
Andreas Dlopst,49,61
