NAME,OVR,POT
Damien Perquis,68,68
Laurent Dos Santos,67,70
Frédéric Bong,67,67
Loïc Nestor,68,68
Saliou CissL,68,68
Johann Ramaré,69,69
Julien Masson,67,79
Tony Mauricio,68,71
Gaëtan RobailL,69,72
Sébastien Roudet,70,70
Florian Raspentino,69,69
Eden MassouemaL,63,75
Kévin Cabral,59,73
Joffrey Cuffaut,68,68
Baptiste Aloé,66,73
Hillel Konaté,62,66
Steve Ambri,62,73
Jorris Romil,62,68
Thomas Vincensini,63,69
Thiago Xavier,63,63
Sikou NiakatéL,65,81
Elhadj Dabo,60,67
Nathaël JulanL,67,76
Gaëtan Arib,58,71
Mahame Siby,56,63
Lucas Ribeiro,55,73
Allan Linguet,53,66
William Baku,53,63
