NAME,OVR,POT
Bartosz Białkowski,71,71
Danny McNamara,68,74
Daniel BallardL,70,78
Jake Cooper,73,74
Murray Wallace,70,70
Scott Malone,72,72
Billy Mitchell,66,74
George Saville,71,71
Jed Wallace,74,74
Benik AfobeL,69,69
Mason Bennett,69,71
George Evans,69,71
Maikel Kieftenbeld,68,68
Shaun Hutchinson,72,72
Alex Pearce,68,68
George Long,66,69
Oliver BurkeL,67,72
Tyler Burey,63,76
Tom Bradshaw,69,69
Luke FreemanL,70,70
Ryan Leonard,70,70
Sheyi OjoL,68,74
Connor Mahoney,68,71
Ryan Sandford,55,65
Besart Topalloj,52,67
Nana Boateng,57,68
Hayden Muller,58,74
Junior Tiensia,51,64
