NAME,OVR,POT
Souleymanou Hamidou,72,73
Hakan Aslantaş,61,73
Aydın Toscalı,69,76
Ali Turan,66,72
Delio César Toledo,72,75
Gökhan Emreciksin,71,83
Alioum Saidou,70,72
Merter Yüce,60,74
Franco Darío Cangele,72,81
Mehmet Eren Boyraz,68,73
Ariza Makukula,73,76
Durmuş Bayram,64,75
Yusuf Soysal,66,71
James Troisi,62,75
Eren Güngör,68,78
Bayram Çetin,63,68
Salomon Olembé,67,75
Abdullah Durak,63,79
Furkan Özçal,52,75
Yaser Hacımustafaoğlu,55,69
Gökhan Değirmenci,60,67
Savaş Yılmaz,56,71
Serdar Kesimal,63,74
Umut Koçin,63,75
Bilal Aziz,59,71
Ömer Sismanoglu,59,65
Erdem Alparslan,60,74
Semih Aydilek,54,63
