NAME,OVR,POT
Lee Camp,72,75
Chris Gunter,72,78
Wes Morgan,69,76
Kelvin Wilson,69,75
Ryan Bertrand,68,77
Paul Anderson,72,74
Paul McKenna,70,71
Radosław Majewski,71,74
Chris Cohen,70,80
Robert Earnshaw,72,80
Dexter Blackstock,71,72
Paul Smith,64,72
Guy Moussi,68,79
Nathan Tyson,67,77
Dele Adebola,68,70
Lewis McGugan,68,82
Luke Chambers,68,70
David McGoldrick,65,75
Joel Lynch,63,80
Garath McCleary,64,72
Matt Thornhill,55,64
Brendan Moloney,55,70
Karl Darlow,47,51
Robbie Gibbons,47,60
Nialle Rodney,50,63
Kieran Freeman,51,60
