NAME,OVR,POT
Marco Wolff,61,71
Martín Galmarini,63,63
Facundo Giacopuzzi,60,72
Ezequiel Rodríguez,62,62
Diego Sosa,65,76
Agustín Cardozo,61,74
Fabricio Domínguez,59,73
Gustavo Villarruel,65,65
Facundo Melivilo,58,58
Jhonathan Ramis,58,58
Enzo Díaz,57,57
Franco Bustamante,59,74
Iván Bolaño,58,73
Ignacio Canuto,68,68
Brian Leizza,60,71
Matías Blengio,67,79
Carlos Luna,67,67
Lucas Rodríguez,62,65
Gonzalo Marinelli,67,68
Matías Pérez Acuña,64,67
Marcelo Larrondo,69,69
Néstor Moiraghi,66,66
Gerardo Alcoba,69,69
Juan Ignacio Cavallaro,71,74
Sebastián Prediger,67,67
Diego Morales,69,69
Emanuel Dening,66,66
Jorge Ortiz,63,63
Felipe Zenobio,57,70
