NAME,OVR,POT
Lukáš Hrádecký,83,83
Jonathan Tah,81,86
Sven Bender,81,81
Edmond Tapsoba,76,86
Karim Bellarabi,82,82
Charles Aránguiz,83,83
Kerem Demirbay,81,84
Wendell,77,80
Kai Havertz,84,93
Moussa Diaby,78,87
Lucas Alario,79,80
Nadiem Amiri,79,85
Lars Bender,81,81
Aleksandar Dragović,76,77
Daley Sinkgraven,75,80
Ramazan Özcan,73,73
Leon Bailey,81,88
Exequiel Palacios,78,88
Paulinho,74,86
Kevin Volland,82,82
Mitchell Weiser,76,79
Julian Baumgartlinger,78,78
Niklas Lomb,68,73
Adrian Stanilewicz,64,80
