NAME,OVR,POT
Andreas Leitner,67,69
Georgi Pashov,64,64
Félix Mathaus,63,65
Bart Meijers,63,68
Marian Huja,65,75
Valentin Ticu,67,77
Takayuki Seto,63,63
Lucian Dumitriu,62,62
Jair,64,64
Christian Irobiso,63,63
Gheorghe Grozav,68,68
Mario Bratu,63,75
Robert Moldoveanu,62,66
Stefan Purtic,62,67
Florin Borța,63,70
Octavian VâlceanuL,67,72
Constantin Budescu,70,70
Seniko Doua,53,62
Cosmin Achim,62,65
Alberto Olaru,59,64
Sebastian Moroz,59,65
Cosmin Tucaliuc,61,69
Ioan Tolea,52,67
Andrei Jercălău,53,72
Raul Bucur,52,60
