NAME,OVR,POT
Emanuel Trípodi,66,66
Alexis Niz,66,66
Francisco Dutari,64,64
Matías Lequi,67,67
Guillermo Cosaro,68,69
Rodrigo Depetris,66,68
Hamilton Pereira,65,65
Walter Busse,59,59
Maximiliano Caire,71,71
Maximiliano Fornari,56,64
Diego Cháves,67,67
Fabio Álvarez,56,63
Dardo MilocL,65,69
Kevin MercadoL,63,71
Franco Peppino,66,66
Javier Burrai,61,65
Renzo Spinaci,60,67
Guillermo Ferracuti,61,65
Andrés Franzoia,66,66
Nicolás Sánchez,66,72
Ignacio Cacheiro,63,71
Israel Coll,57,64
Manuel Vicentini,61,63
Maximiliano Méndez,56,64
Gustavo Canto,53,61
Agustín Pascucci,55,64
Fermín Antonini,54,68
Juan Ignacio López,54,62
Daniel Delgado,63,63
Joel Rodríguez,60,67
