NAME,OVR,POT
Tomeu Nadal,71,72
Álvaro TejeroL,72,81
Álvaro Arroyo,71,71
Santiago Gentiletti,73,73
Fran García,65,67
Susaeta,72,72
Daniel TorresL,75,75
Aleix FebasL,70,79
Jérémie Bela,71,72
Roman Zozulya,72,72
Rey ManajL,69,80
Sulley Muntari,72,72
Álvaro Peña,69,70
Nicolás Gorosito,70,70
Borja Herrera,70,72
CaroL,67,73
Javier Acuña,69,69
EugeniL,71,76
Caro,68,72
Mickaël MalsaL,66,73
Juan Martín Boselli,65,70
Ángel,63,74
Diego Barri,63,74
Lado Mokhevishvili,61,71
Álvaro García,60,76
Álvaro Gómez,57,68
Darío Ramos,57,75
Alvarito,62,69
Dani García,60,71
