NAME,OVR,POT
David Ousted Hansen,60,66
Michael Larsen,57,62
Sölvi Ottesen,67,75
Anders Egholm,56,65
Martin Halle,61,64
Michael Stryger,60,63
Johnny Thomsen,60,65
Morten Bertolt,61,74
Morten Avnskjold,59,69
Ken Ilsø,67,80
Jesper Kjærulff,61,64
Kenneth Fabricius,62,66
Henrik Ipsen,59,64
Henrik Bødker,57,71
Jesper Kristoffersen,56,70
Mads Jessen,50,63
Andrei Sidorenkov,50,62
Rasmus Hansen,59,62
Peter Lauridsen,48,67
Jesper Jensen,52,66
Søren Frederiksen,43,59
Sedin Alic,45,63
Frank Nielsen,52,56
Søren Fuglsang,47,62
