NAME,OVR,POT
Christoph Riegler,67,70
Luca MeislL,65,75
Luan,64,69
Daniel Drescher,66,66
Martin Rasner,63,67
Roko Mišlov,63,63
Robert Ljubicic,63,74
Eldis Bajrami,62,63
Daniel Schütz,62,62
Taxiarchis Fountas,65,70
René Gartler,66,66
Michael Ambichl,65,65
Daniel Luxbacher,64,65
Sandro Ingolitsch,65,70
Danijel Petrovic,63,68
Thomas Vollnhofer,61,61
Pak Kwang Ryong,66,67
Issiaka Ouédraogo,65,65
Lukas Wackerle,56,61
Dominik Hofbauer,64,64
Manuel Haas,63,68
Husein Balic,58,62
Aleksandar Vucenovic,54,64
Lorenz Grabovac,56,67
