NAME,OVR,POT
Sam Johnstone,75,79
Dara O'Shea,68,78
Semi Ajayi,74,77
Kyle Bartley,73,74
Conor Townsend,70,71
Jake Livermore,74,74
Romaine Sawyers,74,74
Matheus PereiraL,76,82
Callum RobinsonL,73,77
Filip KrovinovićL,74,80
Hal Robson-Kanu,71,71
Matt Phillips,75,75
Kamil Grosicki,74,74
Kieran Gibbs,74,74
Darnell Furlong,70,75
Jonathan Bond,64,69
Charlie Austin,73,73
Rekeem Harper,68,81
Grady DianganaL,72,84
Ahmed Hegazi,73,74
Nathan Ferguson,68,83
Kyle Edwards,68,75
Kenneth Zohore,71,73
Ali Al Habsi,68,68
Chris Brunt,69,69
Lee Peltier,68,68
Jonathan Leko,68,77
Jack Fitzwater,64,73
Rayhaan Tulloch,61,79
Jamie Soule,59,76
