NAME,OVR,POT
Arild Østbø,66,71
André Danielsen,67,67
Sverrir Ingi Ingason,63,69
Håkon Skogseid,62,64
Kristoffer Haugen,61,69
Björn Daniel Sverrisson,64,70
Joackim Jørgensen,67,71
Yann-Erik de Lanlay,71,77
Steinþór Freyr Þorsteinsson,67,67
Vidar Nisja,67,67
Jón Daði Böðvarsson,65,69
Iven Austbø,62,67
Veton Berisha,66,78
Makhtar Thioune,70,70
Christian Landu Landu,63,70
Osita Henry Chikere,59,63
Rasmus Martinsen,51,57
Pål Fjelde,52,57
Indridi Sigurdsson,67,67
Trond Erik Bertelsen,62,62
Julian Veen Uldal,53,59
Carl-Henrik Refvik,52,58
Martin Hummervoll,52,58
Fábian Alonso Calderon,52,66
