NAME,OVR,POT
Antony Silva,70,70
Carlos Valencia,65,66
Andrés Mosquera,69,74
Jorge Arias,60,67
Luis Tipton,66,72
Didier Moreno,65,70
Daniel Torres,71,75
Jhon Freddy Pajoy,68,70
Brayan Angulo,65,72
Luis Carlos Arias,69,69
Angello Rodríguez,65,67
Félix Micolta,61,65
Yilmar Angulo,66,67
Ever Valencia,51,66
Matías Cahais,68,69
David González,67,67
Christian Marrugo,70,70
Hernán Hechalar,70,72
John Hernández,68,68
Juan Caicedo,68,70
Frank Fabra,67,72
Luis Vasquez,60,74
Hernán Pertuz,66,69
Diego Erazo,55,70
Alfredo Morelos,55,67
Fabio BurbanoL,65,71
Camilo SaizL,67,73
Elacio Córdoba,59,67
