NAME,OVR,POT
Andy Fisher,65,73
Cyrus ChristieL,71,71
Ben Cabango,71,81
Kyle Naughton,70,70
Ryan Manning,72,75
Hannes WolfL,72,79
Flynn Downes,69,75
Matt Grimes,74,76
Joël Piroe,72,79
Michael Obafemi,69,77
Jamie Paterson,72,72
Jay Fulton,70,71
Korey Smith,69,69
Joel Latibeaudiere,65,74
Finley Burns,59,79
Ben Hamer,67,67
Kyle Joseph,61,76
Ryan Bennett,71,71
Nagatomo Dhanda,67,74
Nathanael Ogbeta,65,79
Cameron Evans,58,69
Tivonge Rushesha,56,72
Lincoln McFayden,54,66
Nico Defreitas-Hansen,54,67
Jamie Searle,51,64
Scott Butler,54,68
Harry Jones,52,68
