NAME,OVR,POT
Harlei,75,80
Henrique Santos,67,70
Paulo Henrique,68,71
Ernando,71,77
Fernando,67,74
Ramalho,65,70
Vítor,67,73
Júlio César,65,70
Paulo Baier,75,82
Iarley,74,84
Romerito,71,75
Adriano Gabiru,68,77
Rafael Marques,67,73
Rodrigo Calaça,67,67
Amaral,65,70
Anderson Gomes,66,71
Fredson,71,75
Fabrício Carvalho,72,78
Schwenck,71,75
Alex Terra,69,78
Carlos Esteban Frontini,67,78
Pedro Henrique,60,63
João Paulo,68,70
Rinaldo,68,76
Fahel,63,68
Thiago Feltri,66,69
Fábio Bahia,63,74
Wendell,67,75
Felipe,65,70
Rafael Tolói,66,77
