NAME,OVR,POT
Mario Rodríguez,67,72
Marcelo Alatorre,63,65
Juan Carlos Leaño,63,69
Diego Jiménez,66,72
Daniel Alcántar,67,70
Jorge Damián Zamogilny,70,72
Elgabry Rangel,68,76
Carlos Adrián Morales,68,72
Mauro Cejas,70,79
Rodrigo Ruíz,71,77
Bruno Marioni,73,78
Joel Sánchez,66,72
Rafael Medina,66,72
Rubens Óscar Sambueza,71,80
Fredy José Bareiro,64,74
Fabián Israel Villaseñor,66,72
Marcos Garay,48,66
Samuel Ochoa,62,70
Emerson Lomelí,55,65
Eder Mishel Urieta,54,65
José Ramón Partida,61,71
Angel Gustavo Partida,45,50
Oswaldo Alanís,56,65
Edmundo López,44,49
Emmanuel Gaytan,59,64
Tomás Quiñones,50,69
Taufic Guarch,47,62
Carlos Bautista,49,59
