NAME,OVR,POT
Juan Espínola,71,73
Néstor Breitenbruch,69,72
Gianluca Ferrari,67,74
Guillermo Ortíz,71,72
Franco Negri,65,66
Martín Ojeda,75,81
Gonzalo Abrego,68,76
Nelson Acevedo,72,72
Matías Ramírez,68,77
Ezequiel Bullaude,71,80
Salomón Rodríguez,64,74
Valentín Burgoa,67,76
Bruno Leyes,65,75
Leonel González,68,69
Elías LópezL,67,75
Roberto Ramírez,64,68
Tomás Badaloni,69,77
Guillermo Pereira,64,64
Luciano Pizarro,65,69
Manuel LlanoL,63,71
Tomás CastroL,59,72
Tadeo Allende,59,65
Emanuel Quinteros,58,69
