NAME,OVR,POT
Romain Larrieu,62,68
Marcel Seip,65,69
Krisztián Tímár,65,68
Gary Sawyer,62,71
Chris Barker,62,65
Bradley Wright-Phillips,63,75
Karl Duguid,64,68
Kári Árnason,64,72
Chris Clark,65,70
Jamie Mackie,63,67
Steven MacLean,67,76
Carl Fletcher,65,75
Jim Paterson,64,68
Rory Fallon,62,68
Alan Gow,67,74
Kyle Letheren,56,70
Yoann Folly,67,79
David McNamee,61,68
Luke Summerfield,61,68
Darcy Blake,59,74
Alan Judge,62,78
Réda Johnson,60,71
Ashley Barnes,55,65
Lloyd Saxton,51,65
Cillian Sheridan,66,71
Damien McCrory,54,66
Craig Noone,55,64
George Donnelly,60,65
Joe Mason,59,67
Ben Gerring,53,63
