NAME,OVR,POT
Gustavo Campagnuolo,51,61
Claudio Suárez,69,79
Sindey Balderas,59,75
Hugo Sánchez,69,86
Omar Briceño,66,86
Claudio Daniel Husaín,70,94
Antonio Sancho,64,88
Javier Saavedra,65,85
Irenio Soares,73,82
Walter Nicolás Gaitán,77,85
Nestor Andrés Silvera,72,82
Eduardo Rergis,66,76
Rogelio Rodríguez,53,67
Carlos Adrián Morales,64,76
Sixto Peralta,66,76
Jesús Palacios,55,67
Aldo Jesús De Nigris,55,80
Jesús Olalde,61,88
Mario Ruíz,59,73
Marco Antonio Ruíz,56,67
Juan Montano,52,62
José Luis Mendoza,45,55
José Arturo Rivas,41,61
Leobardo Vázquez,48,70
Jorge Díaz,43,66
