NAME,OVR,POT
Niki Mäenpää,64,66
Guus Joppen,63,67
Nils Röseler,64,72
Marcel Seip,65,65
Jeffrey Leiwakabessy,63,63
Aleksandar Radosavljević,65,65
Oguzhan Türk,64,65
Barry Maguire,66,70
Bryan Linssen,67,72
Ricky van Haaren,66,74
Uche Nwofor,67,72
Niclas Heimann,62,68
Kaj Ramsteijn,65,69
Niels Fleuren,62,63
Ahmed Ammi,63,63
Yuki Otsu,66,73
Yanic Wildschut,69,75
Robert Cullen,66,66
Jules Reimerink,65,70
Ismo Vorstermans,64,69
Robin Udegbe,61,69
Aron Gielen,60,66
Jeffrey Altheer,60,62
Roland Bergkamp,62,68
Anil Gülner,58,63
Travis Cooper,58,66
