NAME,OVR,POT
Saeed Al Harbi,52,53
Rashed Al Dowesan,54,59
Mohammad Mustafa,61,65
Sultan Tamihi,55,58
Yahya Al Kabie,51,53
Burj Ali Maodah,56,56
Lassana Fané,65,68
Misfer Al Bishi,64,64
Ahmed Saad,58,58
Hassan Taïr,69,69
Waleed Al Gizani,64,64
Abdulrahman Al Ghamdi,55,57
Majed Al Marhum,58,58
Fahad Al Munaif,54,60
Tamim Al Dosari,62,66
Turki Elewah,57,59
Fahad Al Mobarak,62,62
Abdullah Al Tofel,50,58
Majed Ali,57,57
Ahmad Al Kaabi,60,62
Ahmed Al Khair,59,59
Mamadou Kondo,58,61
Mohammed Al Qarni,58,58
Khaled Nasser,56,59
Jaber Hagawi,56,56
Ahmed Hebh,54,54
Meshal Al Mouri,54,58
Fuad Al Harthy,54,57
Abdulaziz Al Abduassalam,54,56
Ibrahim Sharaheli,53,58
