NAME,OVR,POT
Cameron Bell,64,64
Richard Foster,59,59
Lee McCulloch,63,63
Marius Žaliukas,67,67
Lee Wallace,65,67
Haris Vučkić,65,74
Nicky Law,62,67
Andy Murdoch,51,63
Shane Ferguson,65,71
Kenny Miller,66,66
Kris Boyd,69,69
Nicky Clark,59,64
Robert Crawford,55,66
Bilel Mohsni,62,62
Steven Smith,60,60
Steve Simonsen,62,62
Dean Shiels,60,60
Tom Walsh,53,64
David Templeton,64,67
Gael Bigirimana,63,76
Darren McGregor,63,63
Jon Daly,62,62
Fraser Aird,60,68
Ian Black,60,60
Remie Streete,60,70
Kyle Hutton,57,62
Sébastien Faure,53,60
Lee Robinson,53,56
