NAME,OVR,POT
Mariano Andújar,74,74
Leonardo Godoy,75,76
Juan Cruz Guasone,66,77
Zaid Romero,68,74
Emmanuel Mas,72,72
Jorge Rodríguez,75,78
Benjamín Rollheiser,71,77
Santiago AscacíbarL,74,78
Franco Zapiola,65,78
Mauro Boselli,73,73
Guido Carrillo,71,71
Fernando Zuqui,74,74
José Sosa,72,72
Luciano Lollo,69,69
Eros Mancuso,64,72
Daniel Sappa,65,68
Mauro Méndez,70,77
Pablo Piatti,73,73
Ezequiel Muñoz,69,69
Matías Godoy,66,78
Mateo PellegrinoL,63,75
Deian Verón,62,73
Santiago Núñez,62,70
Gonzalo Piñeiro,62,71
Gaston Benedetti,61,70
Nicolás Palavecino,59,73
