NAME,OVR,POT
Mansour Al Naji,58,58
Yaseen Barnawi,58,62
Abdullah Dawsh,62,65
Mohammed Salem,63,63
Wesam Al Swed,60,61
Ashraf Nu'man,63,63
Omar Abdulaziz,60,60
André Ndamé,62,64
Khalil Bani Attiah,60,62
Mishari Al Thmali,67,71
Macoumba Kandji,63,63
Mansour Hamzi,57,61
Fahad Al Saqri,56,59
Yahia Dubiani,50,60
Sami Albasheer,50,54
Ibrahim Zaid,53,56
Abdulelah Al Fahad,52,57
Abdullelah Al Amer,56,60
Rabi Al Mousa,62,62
Eslam Seraj,58,61
Arnaud Anasse,58,59
Ala'a Rishani,56,57
Sultan Al Dossari,54,59
Salem Al Khaibary,53,57
Mohanad Al Saad,53,56
Fahad Al Muneef,52,61
Mohammed Al Qasem,51,56
Abdulah Awaji,50,60
Zyad Al Mutairi,50,56
Sbbah AlEnezi,49,50
