NAME,OVR,POT
Federico Marchetti,80,87
Francesco Pisano,71,83
Michele Canini,73,84
Davide Astori,75,84
Lorenzo Ariaudo,70,86
Daniele Conti,76,83
Davide Biondini,74,82
Andrea Lazzari,75,82
Andrea Cossu,78,80
Robert Acquafresca,75,84
Alessandro Matri,76,85
Michael Agazzi,70,75
Nenê,74,82
Dario Biasi,68,70
Alessandro Agostini,71,76
Alex Pinardi,71,75
Radja Nainggolan,63,75
Daniele Ragatzu,70,85
Gabriele Perico,66,70
Daniele Magliocchetti,66,74
Mikhail Sivakov,67,85
Ivan Pelizzoli,70,76
Daniele Giorico,58,80
Paolo Dametto,59,80
Simon Laner,65,70
Marco Ruzittu,65,80
Luca Di Laura,64,75
Mattia Gallon,62,80
