NAME,OVR,POT
Declan RuddL,71,75
Chris Solly,69,71
Patrick Bauer,70,77
Jason Pearce,70,70
Jay Dasilva,60,79
Jake Forster-Caskey,66,75
Nathan ByrneL,66,69
Johnnie Jackson,69,69
Andrew Crofts,69,69
Ricky Holmes,68,68
Josh Magennis,65,66
Tony Watt,69,78
Jordan BotakaL,66,71
Roger Johnson,66,66
Ezri Konsa,61,80
Dillon Phillips,57,66
Lee Novak,69,69
Joe Aribo,63,77
Fredrik UlvestadL,69,74
Jorge Teixeira,69,69
Adam Chicksen,66,69
Lewis Page,63,72
Harry Lennon,62,67
Ahmed Kashi,71,71
Anfernee Dijksteel,58,74
Karlan Ahearne-Grant,57,74
Regan Charles-Cook,56,73
Dimitar Mitov,56,65
