NAME,OVR,POT
Mariano Barbosa,69,78
Aythami Álvarez,58,71
David García,66,68
Samuel,63,73
Dani Carril,64,71
Cejudo,66,67
David González,64,66
Josico,62,70
Vitolo,61,67
Jonathan Viera,63,72
Javi Guerrero,67,75
Pindado,60,69
Juanpe,60,70
Pollo,60,67
Pedro Vega,65,75
Edixon Perea,68,76
Armiche,60,70
Ruyman,61,67
Jorge Larena,66,74
Mauro Quiroga,61,72
Raúl,59,62
Sergio Suárez,65,74
Stéphane Jean François Pignol,64,68
Guayre,64,75
Derek,59,66
Vicente Gómez,58,68
Randy,57,67
Samuel Xiraxi,58,65
Tyronne,60,75
Omar,56,72
