NAME,OVR,POT
Cristian Arce,66,67
Maximiliano Rodríguez,66,66
Nicolas Capraro,64,70
Fernando PradoL,63,71
Juan Ignacio DíazL,68,75
Facundo MaterL,68,73
Carlos Arce,68,68
Iván Tapia,70,76
Brian CalderaraL,68,73
Bruno Sepúlveda,67,67
Alexis Domínguez,63,66
Ricardo CenturiónL,71,71
Francisco ÁlvarezL,67,77
Agustin Dattola,67,72
Rodrigo Insua,66,71
Andrés Desábato,60,60
Julian Viollaz,62,70
Lucas Colitto,70,70
Mauro Peinipil,64,71
Alan CanteroL,63,70
Rodrigo HerreraL,63,73
Manuel Brondo,63,71
Lucas Fabrizio Lopez,62,65
Kevin Quejada,62,69
Alex Juárez,62,70
Guido Villar,60,62
Marcos BenítezL,60,71
Maximiliano Puig,60,68
