NAME,OVR,POT
Sondre Løvseth Rossbach,61,75
Espen Ruud,69,69
Lars Kristian Eriksen,60,60
Steffen Hagen,69,69
Thomas Grøgaard,63,72
Jone Samuelsen,71,71
Ardian Gashi,63,63
Fredrik Nordkvelle,65,65
Chukwuma Akabueze,68,69
Olivier Occéan,67,67
Pape Paté DioufL,62,62
Ulrik Flo,61,64
Oliver Berg,56,65
Jonathan Lindseth,55,71
Vegard Bergan,59,70
Viljar Myhra,55,64
Rafik Zekhnini,57,72
Fredrik Oldrup Jensen,64,72
Frode Johnsen,67,67
Ole Jørgen Halvorsen,63,63
Håvard Storbæk,61,61
Emil Jonassen,60,65
Jarkko Hurme,60,60
Mathias Fredriksen,58,65
Tobias Lauritsen,50,71
