NAME,OVR,POT
Lee Chang Geun,66,72
Kweon Han Jin,65,65
Oh Ban Suk,71,71
Kim Won Il,69,69
Park Jin Po,66,66
Kwon Soon Hyung,69,69
Lee Chang Min,71,76
Ryu Seung Woo,64,70
Kim Hyeon Wook,61,70
Magno,69,69
Tiago Marques,61,61
Roberson,68,68
Cho Yong Hyung,65,65
Jung Da Hwon,64,64
Kim Soo Beom,63,63
Kim Gyeong Min,61,64
Choi Hyun Tae,62,62
Jeong Tae Wook,62,75
Jin Seong Wook,66,73
Lee Chan Dong,66,71
Aleksandar Jovanović,66,66
Kim Sang Won,62,62
Lee Eun Beom,60,68
Kim Sung Ju,64,65
Bae Il Hwan,64,64
Lee Dong Su,60,67
Lee Kwang Sun,67,67
Kim Ho Nam,69,69
