NAME,OVR,POT
Federico Agliardi,70,75
Roberto Vitiello,59,64
Emiliano Milone,66,68
Andrea Sottil,66,70
Pierre Giorgio Regonesi,63,67
Alfredo Cardinale,62,68
Francesco Lunardini,68,70
Biagio Pagano,64,70
Marco Mancosu,57,69
Adrian Ricchiuti,72,77
Daniele Vantaggiato,63,70
Maurizio Pugliesi,61,63
Sorin Ioan Paraschiv,69,79
Emilio Benito Docente,57,61
Michele Rinaldi,68,78
Fabio Catacchini,62,72
Giacomo Cipriani,61,73
Alessandro Frara,62,66
Paolo Bravo,57,63
Błażej Augustyn,58,60
Marco Temeroli,60,65
Luca Bezzi,41,62
Giovanni La Camera,65,66
Athos Ferretti,50,58
Migjen Basha,60,72
Enrico Pezzi,50,57
Alessandro Marchi,44,49
Mattia Marchi,51,57
Matteo Di Piazza,51,56
