NAME,OVR,POT
Patric Klandt,66,71
Dajan Simac,61,66
Gledson,66,74
Markus Husterer,64,78
Alexander Voigt,62,67
Oualid Mokhtari,61,71
Pekka Lagerblom,63,71
Soumaila Coulibaly,68,74
Pa Saikou Kujabi,63,67
Matias Esteban Cenci,62,66
Bakary Diakité,62,77
Sead Mehic,61,73
Ledesma,63,73
Matthew Taylor,63,66
Júnior Ross,66,74
Pablo Álvarez,52,56
Alexander Klitzpera,63,73
Christian Müller,63,72
Jürgen Gjasula,65,74
Nicolas Ledgerwood,60,72
Florian Stahl,50,61
Stefan Hickl,50,62
Aziz Bouhaddouz,53,71
Alexis Theodosiadis,49,66
Benjamin Pintol,49,58
Anil Albayrak,42,55
