NAME,OVR,POT
Radovan Radakovic,67,77
Günther Neukirchner,62,90
Franck Silvestre,58,69
Boban Dmitrovic,63,79
Ekrem Dag,62,90
Bojan Filipovic,61,73
Jürgen Säumel,59,71
Francisco Rojas,54,70
David Mujiri,63,80
Ronald Brunmayr,63,82
Mario Haas,75,88
Herbert Rauter,60,74
Klaus Salmutter,59,78
Mehdi Pashazadeh,61,75
Amadou Dangadji Rabihou,65,82
Christian Gratzei,58,80
Mario Kienzl,50,71
Thomas Krammer,49,75
Mario Karner,52,69
Mitja Mörec,59,70
Ronald Gercaliu,53,76
Johannes Ertl,47,89
Gottfried Janisch,44,80
Javad Razzaghi,52,70
