NAME,OVR,POT
Fernando Muslera,76,83
Stephan Lichtsteiner,75,85
Sebastiano Siviglia,75,78
Mobido Diakité,72,80
Aleksandar Kolarov,77,85
Roberto Baronio,72,76
Christian Brocchi,74,80
Stefano Mauri,77,84
Matuzalém,76,80
Mauro Matías Zárate,84,91
Tommaso Rocchi,81,85
Ousmane Dabo,74,79
Julio Ricardo Cruz,80,84
Albano Bizzarri,80,83
Pasquale Foggia,79,85
Stefan Radu,74,85
Eliseu,76,77
Simone Del Nero,69,75
Simone Inzaghi,69,78
Lionel Scaloni,70,78
Sanchez Emilson Cribari,73,76
Cristian Daniel Ledesma,81,86
Mourad Meghni,73,83
Goran Pandev,82,87
Ayodele Stephen Makinwa,71,80
Riccardo Bonetto,68,70
Fabio Firmani,70,73
Guglielmo Stendardo,71,75
Christian Manfredini,69,72
Vincent Degré,64,75
