NAME,OVR,POT
Rene Swete,67,67
Stefan Gölles,64,64
Manfred Gollner,65,65
Felix Luckeneder,67,70
Christian Klem,67,67
Matija Horvat,61,70
Bakary Nimaga,66,70
Florian Flecker,67,69
Sascha Horvath,68,72
Rajko Rep,69,69
Dario Tadić,69,69
Tobias Kainz,67,68
Jürgen Heil,65,70
Stefan Rakowitz,64,64
Thomas Rotter,64,65
Raphael Sallinger,63,67
Marc Andre Schmerböck,65,66
Lukas Ried,65,67
Seifedin Chabbi,64,64
Emmanuel Igbonekwu,56,70
Julius Ertlthaler,62,68
Michael Huber,63,63
Florian Faist,62,62
Michael LemaL,62,71
Samson Okikiola TijaniL,62,80
Philipp Sturm,59,66
Abdoul Yoda,59,69
