NAME,OVR,POT
Dean Brill,61,67
Andy Holdsworth,63,67
Reuben Hazell,64,70
Sean Gregan,63,69
Joe Jacobson,60,73
Deane Smalley,59,61
Danny Whitaker,62,64
Jonathan Worthington,58,67
Chris Taylor,67,81
Pawel Abbott,62,69
Keigan Parker,61,65
Kelvin Lomax,59,63
Kieran Lee,60,80
Rob Purdie,61,69
Dean Furman,58,75
Przemyslaw Kazimierczak,59,75
Lewis Alessandra,57,68
Dale Stephens,52,64
Rene Steer,56,78
Michael McKerr,54,72
Paul Black,55,63
Josh Ollerenshaw,48,54
Ryan Brooke,54,61
Chris Rowney,51,59
Philip Ojapah,50,60
Liam Dawson,55,61
