NAME,OVR,POT
Édouard Mendy,78,81
Hamari Traoré,77,77
Damien Da Silva,77,77
Joris GnagnonL,77,81
Faitout Maouassa,75,79
Raphinha,80,85
Steven NzonziL,79,79
Eduardo Camavinga,75,86
Benjamin Bourigeaud,78,81
Romain Del Castillo,75,79
M'Baye Niang,79,83
Flavien Tait,77,77
James Léa Siliki,73,78
Jérémy Morel,76,76
Jérémy Gélin,73,79
Romain Salin,72,72
Adrien Hunou,76,79
Jordan Siebatcheu,70,75
Pépé Bonet,61,74
Clément Grenier,75,75
Yann Gboho,68,76
Rafik Guitane,66,77
Jakob Johansson,72,72
Gerzino Nyamsi,69,77
Georginio Rutter,64,75
Sacha Boey,64,77
Lucas Da Cunha,65,78
Elias Damergy,58,71
Riffi Mandanda,66,69
Jonas Martin,74,74
Metehan Güçlü,65,75
