NAME,OVR,POT
Ludovic Butelle,70,80
Franck Béria,69,80
Adil Rami,78,85
Nicolas Plestan,70,72
Emerson,70,78
Gervinho,77,84
Florent Balmont,75,78
Rio Antonio Mavuba,76,83
Yohan Cabaye,77,87
Eden Hazard,77,91
Tulio de Melo,74,81
Mickaël Landreau,79,88
Ludovic Obraniak,77,81
Róbert Vittek,75,85
Mathieu Debuchy,74,79
Pierre-Emerick Aubameyang,70,82
Pierre-Alain Frau,71,76
Stéphane Dumont,70,78
Barel Mouko,66,70
Marko Marić,62,66
Alexandre Oukidja,55,72
Larsen Touré,66,72
Omar Benzerga,57,78
Aurélien Chedjou,73,81
Emil Lyng,58,74
Jerry Vandam,57,72
Yanis Salibur,51,76
Arnaud Souquet,57,76
Idrissa Gana Gueye,55,72
Pape N'diaye Souaré,57,77
