NAME,OVR,POT
Ciprian Tătărușanu,76,76
Davide Calabria,80,83
Pierre Kalulu,78,85
Fikayo Tomori,84,90
Theo Hernández,85,90
Ismaël Bennacer,82,86
Sandro Tonali,84,90
BrahimL,78,86
Junior Messias,78,78
Olivier Giroud,82,82
Rafael Leão,84,90
Alexis Saelemaekers,78,82
Tommaso Pobega,76,85
Simon Kjær,82,82
Matteo Gabbia,72,81
Antonio Mirante,74,74
Ante Rebić,80,80
Charles De Ketelaere,78,88
Aster VranckxL,73,82
Yacine Adli,75,82
Divock Origi,76,77
Malick Thiaw,72,83
Tiemoué BakayokoL,75,76
Devis Vásquez,72,80
Sergiño DestL,77,85
Mike Maignan,87,90
Rade Krunić,77,77
Zlatan Ibrahimović,82,82
Fodé Ballo-Touré,72,75
Alessandro Florenzi,79,79
