NAME,OVR,POT
Joe Cannon,63,63
Lee Young Pyo,69,69
Jay DeMerit,70,70
Michael Boxall,61,73
Alain Rochat,68,68
John Thorrington,61,61
Gershon Koffie,66,75
Davide Chiumiento,69,71
Sebastien Le Toux,73,73
Eric Hassli,70,70
Camilo,67,74
Brad Knighton,63,63
Atiba Harris,64,66
Jordan Harvey,63,64
Darren Mattocks,65,73
Omar Salgado,60,78
Carlyle Mitchell,60,67
Russell Teibert,60,71
Michael Nanchoff,60,63
Long Tan,60,68
Matt Watson,57,60
Lee Nguyen,64,67
Martín Bonjour,64,64
Bryce Alderson,56,71
Brian Sylvestre,54,64
Jun Marques Davidson,63,64
Chris Estridge,57,60
Etienne Barbara,62,62
