NAME,OVR,POT
Macedo Novaes,60,74
Darko Dunjić,59,67
Mehdi Meniri,65,74
Arnaud Maire,62,68
Féthi Harek,61,74
Serisay Barthélémy,58,65
Yannick Cahuzac,61,72
Florent Ghisolfi,58,71
Abdelmalek Cherrad,61,73
Pierre-Yves André,60,69
Ludovic Genest,63,74
Yohan Gomez,56,67
Hassoun Camara,58,68
Jules Stéphane Goda,58,76
Salim Moizini,55,67
Yemen Ben Zekri,60,65
Fabrice Jau,56,69
Issoumaïla Dao,66,75
Austin Ejide,64,75
Frédéric Mendy,56,70
Henoch Conombo,51,58
Anthony Bral,56,63
Christophe Gaffory,56,74
Hervé Kambou,52,65
Niangbo,56,63
Pierre François Sodini,50,58
Nicolas Martinetti,49,68
