NAME,OVR,POT
Francesco Toldo,90,79
Zé Maria,71,68
Iván Córdoba,79,77
Walter Adrián Samuel,87,83
Javier Zanetti,85,81
Dejan Stankovic,77,77
David Cortes Pizarro,78,76
Esteban Matías Cambiasso,85,80
Santiago Hernán Solari,84,83
Obafemi Martins,85,83
Adriano,94,90
Julio Ricardo Cruz,75,74
Figo,89,83
Juan Sebastián Verón,77,83
Valerio Bernado,79,73
Héctor Fabián Carini,73,66
Giuseppe Favalli,71,63
Sinisa Mihajlovic,75,73
Alvaro Recoba,86,84
Cristiano Zanetti,72,70
Júlio César,81,75
Nicolás Andrés Burdisso,68,66
Womé,67,70
