NAME,OVR,POT
Lucas Cháves,72,79
Jonathan Sandoval,69,69
Miguel Angel Torrén,71,71
Carlos Quintana,74,74
Elias Gómez,70,75
Franco MoyanoL,68,78
Fausto Vera,63,80
Iván Colman,65,70
Damian Batallini,71,79
Santiago Silva,72,72
Gabriel Hauche,75,75
Francis Mac Allister,65,72
Matías Caruzzo,73,73
Marcos Angeleri,71,71
Kevin Mac Allister,70,80
Leandro Finochietto,53,63
Edwar López,70,75
Nicolás Silva,74,74
Tomás Andrade,67,76
Victorio RamisL,66,69
Diego Sosa,65,65
Fausto Montero,65,65
Agustín AleoL,62,73
Matías Romero,62,68
Gastón Verón,59,76
Maximiliano Centurión,59,67
Matko Miljevic,57,77
Nicolás Forastiero,52,61
