NAME,OVR,POT
Damián Frascarelli,70,70
Jhon Espinoza,66,73
Tomás Oneto,60,69
Alejandro Manchot,70,70
Carlos Cuero,65,72
Enson Rodríguez,66,66
Alejandro Frezzotti,65,65
José Cazares,63,63
Alexander Alvarado,67,75
Víctor Figueroa,62,62
Edson Montaño,66,66
Carlos Arboleda,69,69
Marcos Olmedo,54,62
Gregori Anangonó,66,74
Edison Carcelén,62,64
Luis Fernando Fernández,61,61
Jorge Palacios,61,64
Jhon Pereira,54,64
Janus Vivar,68,77
Bryan Sánchez,60,60
Richard Mina,63,74
Luis Miguel Escalada,64,64
Javier Quiñónez,61,61
Johan Lara,55,65
Eddy Mejía,55,70
Renny Folleco,53,62
Jhonnyer Rojas,56,72
Bismar Castro,57,74
Juan Briones,54,72
Jaime Ortíz,56,64
