NAME,OVR,POT
Simon Mignolet,74,80
Phil Bardsley,73,75
John O'Shea,78,78
Matthew Kilgallon,70,71
Kieran Richardson,76,79
Sebastian Larsson,78,82
Lee Cattermole,75,78
David Vaughan,77,80
James McClean,68,81
Stéphane Sessègnon,81,84
Nicklas BendtnerL,78,80
Keiren Westwood,74,80
Titus Bramble,74,75
Dong Won Ji,69,78
Craig Gardner,74,78
Jack Colback,72,78
Ahmed El Mohamady,74,80
Connor Wickham,70,85
Michael Turner,74,76
Fraizer Campbell,72,78
David Meyler,68,76
Wes Brown,76,76
Sotirios Kyrgiakos,74,74
Craig Gordon,77,81
Wayne BridgeL,72,72
Marcos Angeleri,67,67
Craig Lynch,56,59
Roarie Deacon,58,71
Jordon Watson,54,58
Oumare Tounkara,61,65
Alejandro Gorrin,59,62
Michael Liddle,59,65
Liam Marrs,60,65
