NAME,OVR,POT
Joe Gauci,66,72
Javi López,71,71
Lachlan Barr,61,62
Alexandar Popović,61,72
Ryan Kitto,63,63
Isaías,71,71
Louis D'Arrigo,63,70
Ben Halloran,66,66
Craig Goodwin,75,75
Zach Clough,63,64
Hiroshi Ibusuki,64,64
Bernardo,59,73
Jay Barnett,57,66
Ethan Alagich,56,71
Nick Ansell,63,63
James Delianov,62,70
George Blackwood,59,60
Ben Warland,61,63
Luke Duzel,55,61
Nestory Irankunda,57,76
Musa Toure,54,70
Jonny Yull,53,70
Harry Van der Saag,59,64
Steven Hall,52,67
Juande,66,66
Joshua Cavallo,59,63
Panashe Madanha,55,67
Asad Kasumovic,53,66
