NAME,OVR,POT
Andrey Dikan,69,71
Radoslav Zabavník,69,73
Valentin Iliev,69,70
Sergey Omelyanchuk,64,69
Mikhail Mischenko,61,68
Florentin Petre,76,77
Andrei Margaritescu,60,68
Andrey Kobenko,61,76
Levan Gvazava,59,73
Blagoy Georgiev,69,73
Shamil Lakhiyalov,59,62
Cléber,77,79
Ilion Lika,67,70
Daniel Gabriel Pancu,72,77
Héctor Andres Bracamonte,76,81
Oleg Vlasov,65,70
German Kutarba,63,66
Timur Dzhabrailov,64,69
Sergey Bendz,69,75
Zeev Haimovic,61,64
Gogita Gogua,55,63
Stepan Sikach,65,70
Ismail Yediev,59,66
Adlan Katsaev,57,64
Zaur Sadaev,51,64
