NAME,OVR,POT
Paul Farman,61,61
Luther Wildin,61,69
Terence Vancooten,57,70
Scott Cuthbert,67,67
Ben Nugent,61,64
Joe Martin,59,59
Michael Timlin,63,63
Joel Byrom,63,63
Emmanuel Sonupé,59,66
Ilias ChairL,63,77
Kurtis Guthrie,63,64
Danny Newton,64,64
Moses MakasiL,62,69
Arthur Iontton,52,73
Luke Wilkinson,61,62
Oliver Byrne,52,60
Mark McKee,58,70
Jordan GibsonL,53,67
Jamal Campbell-Ryce,62,62
Ronnie Henry,57,57
James Ball,56,64
Donovan Makoma,53,64
Johnny Hunt,60,60
Elijah AdebayoL,55,66
Liam Smyth,52,73
Calum DysonL,61,69
Will Appleyard,49,65
