NAME,OVR,POT
Florian Kastenmeier,69,73
Matthias Zimmermann,71,71
André Hoffmann,72,72
Christoph Klarer,71,77
Michał KarbownikL,70,78
Jorrit Hendrix,72,72
Marcel Sobottka,72,72
Felix Klaus,70,70
Kristoffer Peterson,68,68
Shinta Appelkamp,72,82
Dawid Kownacki,71,75
Ao Tanaka,72,77
Nicolas Gavory,72,72
Jordy de Wijs,72,74
Tim Oberdorf,69,72
Raphael Wolf,68,68
Rouwen Hennings,71,71
Emmanuel Iyoha,68,71
Daniel Ginczek,71,71
Benjamin Böckle,62,68
Nana Ampomah,67,67
Takashi Uchino,60,67
Kwadwo BaahL,60,78
Daniel Bunk,55,74
Elione Fernandes,61,73
Dennis Gorka,60,74
Niko Vukancic,58,67
Tom Geerkens,57,67
David Savic,60,77
Marcel Mansfeld,57,67
