NAME,OVR,POT
Abdelali M'hamdi,66,66
Fahad Bin Jamayah,63,63
Amine Atouchi,66,66
Abdullah Al Zori,64,64
Sari Amro,63,63
Saad Bguir,72,72
Riyadh Sharahili,63,63
Uroš Matić,70,70
Saleh Al Jaman,67,67
Mitchell Félix Correia,68,68
Abdulrahman Al Barakah,63,63
Saeed Al Hamsal,60,63
Muhannad Al Qaydhi,57,64
Mohammed Al Kunaydiri,57,70
Abdullah Al Shammari,55,55
Moaath Afana,60,60
Omar Damen Al Ruwaili,55,64
Ahmad Al Habib,60,60
Jehad Al Zoaed,60,60
Karam Barnawi,60,60
Mutair Al Zahrani,55,56
Hassan Al Geed,58,63
Mansour Jawhar,56,59
Nawaf Al Saadi,52,63
Ali Al Mazaidi,60,60
Abdullah Al QahtaniL,57,66
Tariq Al Shahrani,51,63
Abdullah Nasser,55,58
