NAME,OVR,POT
Onur Kıvrak,77,77
João Pereira,75,75
Okay Yokuşlu,76,82
Tomáš HubočanL,72,72
Filip Novák,71,74
Juraj Kucka,79,79
Yusuf Yazıcı,75,83
Ogenyi Onazi,74,77
José Sosa,78,78
Olcay Şahan,74,74
Burak Yılmaz,79,79
Fabián Castillo,75,77
Matúš Bero,70,78
Ján Ďurica,76,76
Uğur Demirok,74,74
Uğurcan Çakır,64,71
Hugo Rodallega,73,73
Dame N'Doye,71,71
Kamil Ahmet Çörekçi,70,73
Abdülkadir Ömür,69,77
Mustafa Akbaş,67,67
Esteban Alvarado,67,67
Hasan Batuhan Artarslan,64,67
Abdurrahim Dursun,61,75
Arda Akbulut,55,75
Ahmet Hakan Sevinç,61,75
Cafer Tosun,63,78
Hüseyin Türkmen,61,70
