NAME,OVR,POT
Miroslav Miller,67,67
Tomáš Janíček,57,57
Adrian Rolko,65,66
Václav Procházka,59,69
Tomáš Hrdlička,60,70
Jan Rajnoch,72,75
Jan Kysela,62,72
Tomáš Poláček,61,71
Ludovic Sylvestre,63,71
Luboš Pecka,63,70
Michal Papadopulos,69,75
Petr Pižanowski,64,77
František Ševinský,62,62
Ivo Táborský,60,72
Václav Kalina,62,62
Tomáš Fabián,50,68
Georgi Ganugrava,57,70
Jan Šeda,56,63
Radim Holub,60,63
Radim Nečas,56,60
David Brunclík,55,68
Lukáš Opiela,57,67
Jakub Řezníček,56,59
Alex Mendy,64,74
Josef Kubásek,51,57
Petr Mach,53,55
